sample_index,source_file,source_name,phase,frame_index,natoms,energy_eV,energy_eV_atom,volume_A3,volume_A3_atom,split
809,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,11,128,-572950.9218702409,-4476.179077111257,821.5160398368841,6.418094061225657,train
810,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,12,128,-572946.6151068967,-4476.145430522631,821.5160398368841,6.418094061225657,train
811,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,13,128,-572943.2737427109,-4476.119326114929,821.5160398368841,6.418094061225657,train
813,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,15,128,-572939.4186607549,-4476.089208287148,821.5160398368841,6.418094061225657,train
814,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,16,128,-572938.9467791301,-4476.085521711954,821.5160398368841,6.418094061225657,train
815,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,17,128,-572939.3378591292,-4476.088577024447,821.5160398368841,6.418094061225657,train
816,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,18,128,-572940.422624706,-4476.097051755516,821.5160398368841,6.418094061225657,train
818,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,20,128,-572943.7318746943,-4476.12290527105,821.5160398368841,6.418094061225657,train
819,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,21,128,-572945.4384846605,-4476.13623816141,821.5160398368841,6.418094061225657,train
821,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,23,128,-572948.027982468,-4476.156468613031,821.5160398368841,6.418094061225657,train
822,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,24,128,-572948.6596836378,-4476.16140377842,821.5160398368841,6.418094061225657,train
823,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,25,128,-572948.7211465396,-4476.16188395734,821.5160398368841,6.418094061225657,train
824,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,26,128,-572948.2215724316,-4476.157981034622,821.5160398368841,6.418094061225657,train
827,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,29,128,-572943.9676282923,-4476.124747096033,821.5160398368841,6.418094061225657,train
828,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,30,128,-572942.0681425254,-4476.10990736348,821.5160398368841,6.418094061225657,train
829,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,31,128,-572940.0043031162,-4476.093783618096,821.5160398368841,6.418094061225657,train
830,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,32,128,-572937.8696539664,-4476.0771066716125,821.5160398368841,6.418094061225657,train
832,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,34,128,-572934.0449789655,-4476.047226398168,821.5160398368841,6.418094061225657,train
833,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,35,128,-572932.6056947442,-4476.035981990189,821.5160398368841,6.418094061225657,train
834,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,36,128,-572931.6032479638,-4476.028150374717,821.5160398368841,6.418094061225657,train
835,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,37,128,-572931.1050525208,-4476.024258222818,821.5160398368841,6.418094061225657,train
837,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,39,128,-572931.6319625069,-4476.028374707085,821.5160398368841,6.418094061225657,train
839,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,41,128,-572933.9371938492,-4476.046384326947,821.5160398368841,6.418094061225657,train
842,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,44,128,-572938.7250452464,-4476.083789415988,821.5160398368841,6.418094061225657,train
843,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,45,128,-572940.044347528,-4476.094096465063,821.5160398368841,6.418094061225657,train
844,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,46,128,-572941.0597729149,-4476.102029475897,821.5160398368841,6.418094061225657,train
845,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,47,128,-572941.6691355775,-4476.106790121699,821.5160398368841,6.418094061225657,train
846,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,48,128,-572941.8856836514,-4476.108481903527,821.5160398368841,6.418094061225657,train
848,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,50,128,-572941.1106592952,-4476.102427025744,821.5160398368841,6.418094061225657,train
851,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,53,128,-572937.106143972,-4476.071141749781,821.5160398368841,6.418094061225657,train
853,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,55,128,-572933.1013697326,-4476.039854451036,821.5160398368841,6.418094061225657,train
854,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,56,128,-572930.9053553698,-4476.0226980888265,821.5160398368841,6.418094061225657,train
855,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,57,128,-572928.7177721827,-4476.005607595177,821.5160398368841,6.418094061225657,train
856,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,58,128,-572926.6539682845,-4475.989484127223,821.5160398368841,6.418094061225657,train
857,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,59,128,-572924.7658028622,-4475.974732834861,821.5160398368841,6.418094061225657,train
858,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,60,128,-572923.1454289077,-4475.9620736633415,821.5160398368841,6.418094061225657,train
859,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,61,128,-572921.8009060252,-4475.951569578322,821.5160398368841,6.418094061225657,train
860,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,62,128,-572920.7889038307,-4475.943663311177,821.5160398368841,6.418094061225657,train
862,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,64,128,-572919.7206283538,-4475.935317409014,821.5160398368841,6.418094061225657,train
863,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,65,128,-572919.6622992513,-4475.934861712901,821.5160398368841,6.418094061225657,train
864,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,66,128,-572919.8816562204,-4475.936575439222,821.5160398368841,6.418094061225657,train
865,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,67,128,-572920.2677002082,-4475.939591407877,821.5160398368841,6.418094061225657,train
866,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,68,128,-572920.7569658268,-4475.943413795522,821.5160398368841,6.418094061225657,train
869,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,71,128,-572922.5054235032,-4475.957073621119,821.5160398368841,6.418094061225657,train
870,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,72,128,-572923.1048145535,-4475.961756363699,821.5160398368841,6.418094061225657,train
871,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,73,128,-572923.6814800147,-4475.966261562615,821.5160398368841,6.418094061225657,train
872,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,74,128,-572924.3161824644,-4475.971220175503,821.5160398368841,6.418094061225657,train
873,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,75,128,-572924.977068798,-4475.976383349985,821.5160398368841,6.418094061225657,train
875,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,77,128,-572926.422106731,-4475.987672708836,821.5160398368841,6.418094061225657,train
876,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,78,128,-572927.1711511525,-4475.993524618379,821.5160398368841,6.418094061225657,train
877,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,79,128,-572927.8441224708,-4475.998782206803,821.5160398368841,6.418094061225657,train
881,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,83,128,-572928.9927471841,-4476.007755837376,821.5160398368841,6.418094061225657,train
884,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,86,128,-572928.2848901886,-4476.0022257045985,821.5160398368841,6.418094061225657,train
885,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,87,128,-572927.9779420807,-4475.9998276725055,821.5160398368841,6.418094061225657,train
887,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,89,128,-572927.3441120281,-4475.99487587522,821.5160398368841,6.418094061225657,train
888,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,90,128,-572927.053108432,-4475.992602409625,821.5160398368841,6.418094061225657,train
889,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,91,128,-572926.7816509105,-4475.990481647738,821.5160398368841,6.418094061225657,train
892,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,94,128,-572926.505812764,-4475.988326662219,821.5160398368841,6.418094061225657,train
893,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,95,128,-572926.6460169813,-4475.989422007667,821.5160398368841,6.418094061225657,train
894,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,96,128,-572926.9309898542,-4475.991648358236,821.5160398368841,6.418094061225657,train
897,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,99,128,-572928.3957772669,-4476.003092009898,821.5160398368841,6.418094061225657,train
901,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,103,128,-572930.4737626511,-4476.019326270712,821.5160398368841,6.418094061225657,train
902,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,104,128,-572930.9549674408,-4476.023085683131,821.5160398368841,6.418094061225657,train
903,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,105,128,-572931.3694490958,-4476.026323821061,821.5160398368841,6.418094061225657,train
904,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,106,128,-572931.7402193326,-4476.029220463536,821.5160398368841,6.418094061225657,train
907,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,109,128,-572932.8646065922,-4476.038004739002,821.5160398368841,6.418094061225657,train
908,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,110,128,-572933.3150603388,-4476.041523908897,821.5160398368841,6.418094061225657,train
911,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,113,128,-572934.9637360397,-4476.05440418781,821.5160398368841,6.418094061225657,train
915,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,117,128,-572937.1668799217,-4476.071616249388,821.5160398368841,6.418094061225657,train
916,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,118,128,-572937.5342637015,-4476.074486435168,821.5160398368841,6.418094061225657,train
917,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,119,128,-572937.7884890687,-4476.07647257085,821.5160398368841,6.418094061225657,train
919,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,121,128,-572937.9598297785,-4476.077811170145,821.5160398368841,6.418094061225657,train
920,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,122,128,-572937.8256626792,-4476.076762989681,821.5160398368841,6.418094061225657,train
922,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,124,128,-572936.7905019625,-4476.068675796582,821.5160398368841,6.418094061225657,train
925,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,127,128,-572933.0147435098,-4476.0391776836705,821.5160398368841,6.418094061225657,train
926,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,128,128,-572931.3507116075,-4476.0261774344335,821.5160398368841,6.418094061225657,train
928,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,130,128,-572927.617035019,-4475.997008086086,821.5160398368841,6.418094061225657,train
929,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,131,128,-572925.7315527756,-4475.982277756059,821.5160398368841,6.418094061225657,train
930,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,132,128,-572923.959786098,-4475.9684358288905,821.5160398368841,6.418094061225657,train
931,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,133,128,-572922.4242632315,-4475.956439556496,821.5160398368841,6.418094061225657,train
932,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,134,128,-572921.1780520934,-4475.946703531979,821.5160398368841,6.418094061225657,train
939,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,141,128,-572921.8113928852,-4475.951651506915,821.5160398368841,6.418094061225657,train
941,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,143,128,-572923.0834917115,-4475.961589778996,821.5160398368841,6.418094061225657,train
942,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,144,128,-572923.6287843494,-4475.96584987773,821.5160398368841,6.418094061225657,train
945,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,147,128,-572923.970853921,-4475.968522296258,821.5160398368841,6.418094061225657,train
946,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,148,128,-572923.6377656035,-4475.965920043777,821.5160398368841,6.418094061225657,train
947,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,149,128,-572923.1501530765,-4475.96211057091,821.5160398368841,6.418094061225657,train
948,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,150,128,-572922.6309689471,-4475.958054444899,821.5160398368841,6.418094061225657,train
949,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,151,128,-572922.1140833634,-4475.954016276277,821.5160398368841,6.418094061225657,train
950,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,152,128,-572921.6754282017,-4475.950589282826,821.5160398368841,6.418094061225657,train
952,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,154,128,-572921.0586606406,-4475.945770786255,821.5160398368841,6.418094061225657,train
954,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,156,128,-572920.9977083604,-4475.945294596566,821.5160398368841,6.418094061225657,train
955,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,157,128,-572921.2277165463,-4475.947091535518,821.5160398368841,6.418094061225657,train
956,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,158,128,-572921.5871594995,-4475.94989968359,821.5160398368841,6.418094061225657,train
957,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,159,128,-572921.96174314,-4475.952826118281,821.5160398368841,6.418094061225657,train
959,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,161,128,-572922.6986036634,-4475.95858284112,821.5160398368841,6.418094061225657,train
960,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,162,128,-572923.055380717,-4475.961370161852,821.5160398368841,6.418094061225657,train
963,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,165,128,-572923.9645840096,-4475.968473312575,821.5160398368841,6.418094061225657,train
964,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,166,128,-572924.2368890297,-4475.970600695545,821.5160398368841,6.418094061225657,train
965,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,167,128,-572924.4824151889,-4475.972518868663,821.5160398368841,6.418094061225657,train
966,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,168,128,-572924.790871896,-4475.974928686687,821.5160398368841,6.418094061225657,train
967,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,169,128,-572925.1582858803,-4475.97779910844,821.5160398368841,6.418094061225657,train
968,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,170,128,-572925.6100177459,-4475.98132826364,821.5160398368841,6.418094061225657,train
970,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,172,128,-572926.6213787041,-4475.989229521126,821.5160398368841,6.418094061225657,train
972,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,174,128,-572927.7572189639,-4475.998103273156,821.5160398368841,6.418094061225657,train
973,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,175,128,-572928.3320420783,-4476.002594078736,821.5160398368841,6.418094061225657,train
974,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,176,128,-572928.8906082942,-4476.006957877298,821.5160398368841,6.418094061225657,train
975,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,177,128,-572929.351149982,-4476.010555859234,821.5160398368841,6.418094061225657,train
976,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,178,128,-572929.6723108689,-4476.013064928663,821.5160398368841,6.418094061225657,train
978,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,180,128,-572929.6619429226,-4476.012983929083,821.5160398368841,6.418094061225657,train
980,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,182,128,-572928.8350263172,-4476.006523643103,821.5160398368841,6.418094061225657,train
985,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,187,128,-572923.5647313319,-4475.96534946353,821.5160398368841,6.418094061225657,train
986,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,188,128,-572922.1153408017,-4475.954026100013,821.5160398368841,6.418094061225657,train
987,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,189,128,-572920.6096926356,-4475.942263223716,821.5160398368841,6.418094061225657,train
990,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,192,128,-572916.6084274404,-4475.911003339378,821.5160398368841,6.418094061225657,train
992,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,194,128,-572915.2113522964,-4475.900088689816,821.5160398368841,6.418094061225657,train
994,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,196,128,-572914.7264523365,-4475.896300408879,821.5160398368841,6.418094061225657,train
996,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,198,128,-572914.726169202,-4475.896298196891,821.5160398368841,6.418094061225657,train
1000,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,202,128,-572914.0163127139,-4475.890752443077,821.5160398368841,6.418094061225657,train
1001,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,203,128,-572913.540683537,-4475.887036590133,821.5160398368841,6.418094061225657,train
1004,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,206,128,-572912.3227685668,-4475.877521629428,821.5160398368841,6.418094061225657,train
1006,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,208,128,-572912.2587524205,-4475.8770215032855,821.5160398368841,6.418094061225657,train
1007,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,209,128,-572912.5519180975,-4475.879311860137,821.5160398368841,6.418094061225657,train
1008,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,210,128,-572913.1078796396,-4475.883655309684,821.5160398368841,6.418094061225657,train
1010,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,212,128,-572915.0507320563,-4475.8988338441895,821.5160398368841,6.418094061225657,train
1011,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,213,128,-572916.4003510873,-4475.90937774287,821.5160398368841,6.418094061225657,train
1012,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,214,128,-572917.9310608038,-4475.92133641253,821.5160398368841,6.418094061225657,train
1016,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,218,128,-572923.4736012165,-4475.9646375095035,821.5160398368841,6.418094061225657,train
1018,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,220,128,-572924.458401821,-4475.972331264226,821.5160398368841,6.418094061225657,train
1019,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,221,128,-572924.3235755258,-4475.971277933795,821.5160398368841,6.418094061225657,train
1020,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,222,128,-572923.8224413891,-4475.967362823352,821.5160398368841,6.418094061225657,train
1021,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,223,128,-572922.968536531,-4475.960691691648,821.5160398368841,6.418094061225657,train
1022,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,224,128,-572921.8420976689,-4475.951891388038,821.5160398368841,6.418094061225657,train
1024,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,226,128,-572918.8519368286,-4475.928530756473,821.5160398368841,6.418094061225657,train
1025,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,227,128,-572917.2102507805,-4475.915705084222,821.5160398368841,6.418094061225657,train
1026,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,228,128,-572915.5281975934,-4475.9025640436985,821.5160398368841,6.418094061225657,train
1028,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,230,128,-572912.3304379599,-4475.8775815465615,821.5160398368841,6.418094061225657,train
1029,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,231,128,-572910.9886620668,-4475.8670989223965,821.5160398368841,6.418094061225657,train
1030,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,fcc,232,128,-572909.9936536548,-4475.859325419178,821.5160398368841,6.418094061225657,train
