sample_index,source_file,source_name,phase,frame_index,natoms,energy_eV,energy_eV_atom,volume_A3,volume_A3_atom,split
347,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,347,128,-572689.7318421991,-4474.1385300171805,740.7719256362939,5.787280669033546,train
348,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,348,128,-572689.6434526783,-4474.1378394740495,740.7719256362939,5.787280669033546,train
349,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,349,128,-572689.5819696402,-4474.137359137814,740.7719256362939,5.787280669033546,test
350,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,350,128,-572689.4851709849,-4474.136602898319,740.7719256362939,5.787280669033546,train
351,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,351,128,-572689.2543182935,-4474.134799361668,740.7719256362939,5.787280669033546,test
352,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,352,128,-572688.9170866342,-4474.13216473933,740.7719256362939,5.787280669033546,test
353,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,353,128,-572688.4220166908,-4474.128297005397,740.7719256362939,5.787280669033546,test
354,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,354,128,-572687.6959065697,-4474.122624270076,740.7719256362939,5.787280669033546,train
355,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,355,128,-572686.6933780193,-4474.1147920157755,740.7719256362939,5.787280669033546,train
356,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,356,128,-572685.4260380561,-4474.104890922314,740.7719256362939,5.787280669033546,train
357,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,357,128,-572683.9852773448,-4474.093634979256,740.7719256362939,5.787280669033546,test
358,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,358,128,-572682.4443135618,-4474.081596199701,740.7719256362939,5.787280669033546,train
359,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,359,128,-572680.8129730105,-4474.068851351644,740.7719256362939,5.787280669033546,train
360,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,360,128,-572679.316149633,-4474.057157419008,740.7719256362939,5.787280669033546,train
361,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,361,128,-572677.9665380851,-4474.04661357879,740.7719256362939,5.787280669033546,test
362,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,362,128,-572676.8364452781,-4474.0377847287355,740.7719256362939,5.787280669033546,train
363,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,363,128,-572675.9739191727,-4474.031046243536,740.7719256362939,5.787280669033546,train
364,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,364,128,-572675.5179209701,-4474.027483757579,740.7719256362939,5.787280669033546,train
365,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,365,128,-572675.4731251783,-4474.027133790455,740.7719256362939,5.787280669033546,train
366,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,366,128,-572675.8548152082,-4474.030115743814,740.7719256362939,5.787280669033546,train
367,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,367,128,-572676.6104794797,-4474.036019370935,740.7719256362939,5.787280669033546,train
368,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,368,128,-572677.7170953912,-4474.044664807744,740.7719256362939,5.787280669033546,train
369,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,369,128,-572679.0519161902,-4474.055093095236,740.7719256362939,5.787280669033546,test
370,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,370,128,-572680.534214402,-4474.066673550015,740.7719256362939,5.787280669033546,train
371,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,371,128,-572681.973325287,-4474.077916603805,740.7719256362939,5.787280669033546,train
372,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,372,128,-572683.2853464818,-4474.088166769389,740.7719256362939,5.787280669033546,train
373,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,373,128,-572684.3648344104,-4474.096600268831,740.7719256362939,5.787280669033546,train
374,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,374,128,-572685.1630908956,-4474.102836647622,740.7719256362939,5.787280669033546,train
375,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,375,128,-572685.6191825693,-4474.106399863823,740.7719256362939,5.787280669033546,train
376,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,376,128,-572685.8014463376,-4474.1078237995125,740.7719256362939,5.787280669033546,train
377,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,377,128,-572685.6832344985,-4474.106900269519,740.7719256362939,5.787280669033546,train
378,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,378,128,-572685.3424914819,-4474.1042382147025,740.7719256362939,5.787280669033546,train
379,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,379,128,-572684.778337952,-4474.09983076525,740.7719256362939,5.787280669033546,train
380,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,380,128,-572684.1212608042,-4474.094697350033,740.7719256362939,5.787280669033546,test
381,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,381,128,-572683.2857568297,-4474.088169975232,740.7719256362939,5.787280669033546,train
382,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,382,128,-572682.3814744442,-4474.081105269095,740.7719256362939,5.787280669033546,train
383,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,383,128,-572681.4083620822,-4474.073502828767,740.7719256362939,5.787280669033546,train
384,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,384,128,-572680.4117785393,-4474.065717019838,740.7719256362939,5.787280669033546,train
385,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,385,128,-572679.4261692123,-4474.058016946971,740.7719256362939,5.787280669033546,test
386,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,386,128,-572678.5583789282,-4474.051237335377,740.7719256362939,5.787280669033546,train
387,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,387,128,-572677.80592492,-4474.045358788438,740.7719256362939,5.787280669033546,train
388,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,388,128,-572677.3057188275,-4474.04145092834,740.7719256362939,5.787280669033546,train
389,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,389,128,-572676.991725828,-4474.0389978580315,740.7719256362939,5.787280669033546,train
390,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,390,128,-572676.9789416466,-4474.038897981614,740.7719256362939,5.787280669033546,test
391,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,391,128,-572677.2493726187,-4474.041010723584,740.7719256362939,5.787280669033546,train
392,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,392,128,-572677.8228969335,-4474.045491382293,740.7719256362939,5.787280669033546,test
393,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,393,128,-572678.5916347795,-4474.051497146715,740.7719256362939,5.787280669033546,train
394,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,394,128,-572679.5035202983,-4474.05862125233,740.7719256362939,5.787280669033546,train
395,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,395,128,-572680.4092099206,-4474.065696952504,740.7719256362939,5.787280669033546,train
396,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,396,128,-572681.2034248346,-4474.071901756521,740.7719256362939,5.787280669033546,test
397,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,397,128,-572681.7330181357,-4474.076039204185,740.7719256362939,5.787280669033546,train
398,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.85_5000K.npz,2.85_5000K.npz,fcc,398,128,-572681.9789838946,-4474.077960811676,740.7719256362939,5.787280669033546,test
399,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,0,128,-572898.2253143829,-4475.767385268617,780.4480769958521,6.097250601530095,test
400,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,1,128,-572895.6249116125,-4475.7470696219725,780.4480769958521,6.097250601530095,train
401,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,2,128,-572891.4220471904,-4475.714234743675,780.4480769958521,6.097250601530095,train
402,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,3,128,-572885.6986699746,-4475.669520859176,780.4480769958521,6.097250601530095,test
403,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,4,128,-572878.8434049527,-4475.615964101193,780.4480769958521,6.097250601530095,train
404,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,5,128,-572871.3509732181,-4475.557429478266,780.4480769958521,6.097250601530095,train
405,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,6,128,-572863.519796463,-4475.496248409867,780.4480769958521,6.097250601530095,test
406,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,7,128,-572855.6292421506,-4475.434603454301,780.4480769958521,6.097250601530095,test
407,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,8,128,-572848.2010423485,-4475.376570643348,780.4480769958521,6.097250601530095,train
408,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,9,128,-572841.419423038,-4475.323589242485,780.4480769958521,6.097250601530095,train
409,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,10,128,-572835.6128822481,-4475.2782256425635,780.4480769958521,6.097250601530095,train
410,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,11,128,-572830.9775879493,-4475.2420124058535,780.4480769958521,6.097250601530095,test
411,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,12,128,-572827.6152598395,-4475.215744217496,780.4480769958521,6.097250601530095,test
412,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,13,128,-572825.5368119978,-4475.1995063437325,780.4480769958521,6.097250601530095,train
413,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,14,128,-572824.7828756493,-4475.19361621601,780.4480769958521,6.097250601530095,train
414,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,15,128,-572825.1616879391,-4475.196575687024,780.4480769958521,6.097250601530095,test
415,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,16,128,-572826.4731308923,-4475.206821335096,780.4480769958521,6.097250601530095,train
416,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,17,128,-572828.4335225439,-4475.222136894874,780.4480769958521,6.097250601530095,train
417,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,18,128,-572830.7319730809,-4475.2400935396945,780.4480769958521,6.097250601530095,train
418,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,19,128,-572832.9886640727,-4475.257723938068,780.4480769958521,6.097250601530095,test
419,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,20,128,-572834.9163526724,-4475.272784005253,780.4480769958521,6.097250601530095,train
420,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,21,128,-572836.3669372383,-4475.284116697174,780.4480769958521,6.097250601530095,train
421,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,22,128,-572837.2314178015,-4475.290870451574,780.4480769958521,6.097250601530095,train
422,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,23,128,-572837.3848769572,-4475.292069351228,780.4480769958521,6.097250601530095,test
423,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,24,128,-572836.8168470293,-4475.287631617416,780.4480769958521,6.097250601530095,train
424,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,25,128,-572835.6211668907,-4475.278290366334,780.4480769958521,6.097250601530095,train
425,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,26,128,-572833.9347299495,-4475.26511507773,780.4480769958521,6.097250601530095,test
426,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,27,128,-572831.9003373417,-4475.249221385482,780.4480769958521,6.097250601530095,test
427,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,28,128,-572829.5730601508,-4475.231039532428,780.4480769958521,6.097250601530095,test
428,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,29,128,-572827.15878639,-4475.212178018672,780.4480769958521,6.097250601530095,train
429,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,30,128,-572824.8905649816,-4475.194457538919,780.4480769958521,6.097250601530095,train
430,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,31,128,-572822.8721768867,-4475.178688881927,780.4480769958521,6.097250601530095,train
431,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,32,128,-572821.2609765705,-4475.166101379457,780.4480769958521,6.097250601530095,train
432,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,33,128,-572820.1475537308,-4475.1574027635215,780.4480769958521,6.097250601530095,train
433,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,34,128,-572819.5921721993,-4475.153063845307,780.4480769958521,6.097250601530095,train
434,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,35,128,-572819.6403117263,-4475.153439935361,780.4480769958521,6.097250601530095,train
435,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,36,128,-572820.3073802147,-4475.158651407927,780.4480769958521,6.097250601530095,train
436,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,37,128,-572821.4987371444,-4475.167958883941,780.4480769958521,6.097250601530095,test
437,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,38,128,-572823.135630315,-4475.180747111836,780.4480769958521,6.097250601530095,train
438,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,39,128,-572825.1028442692,-4475.1961159708535,780.4480769958521,6.097250601530095,test
439,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,40,128,-572827.3104427913,-4475.213362834307,780.4480769958521,6.097250601530095,train
440,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,41,128,-572829.6238133314,-4475.231436041651,780.4480769958521,6.097250601530095,train
441,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,42,128,-572831.9339333354,-4475.2494838541825,780.4480769958521,6.097250601530095,train
442,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,43,128,-572834.1066318941,-4475.266458061673,780.4480769958521,6.097250601530095,train
443,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,44,128,-572836.074176875,-4475.2818295068355,780.4480769958521,6.097250601530095,test
444,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,45,128,-572837.7245634916,-4475.2947231522785,780.4480769958521,6.097250601530095,train
445,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,46,128,-572838.9653345296,-4475.304416676013,780.4480769958521,6.097250601530095,train
446,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,47,128,-572839.6959632374,-4475.3101247127925,780.4480769958521,6.097250601530095,test
447,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,48,128,-572839.9567153916,-4475.312161838997,780.4480769958521,6.097250601530095,train
448,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,49,128,-572839.7182722201,-4475.31029900172,780.4480769958521,6.097250601530095,train
449,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,50,128,-572839.0571086025,-4475.305133660957,780.4480769958521,6.097250601530095,train
450,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,51,128,-572837.963881101,-4475.2965928211015,780.4480769958521,6.097250601530095,train
451,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,52,128,-572836.4748050772,-4475.2849594146655,780.4480769958521,6.097250601530095,train
452,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,53,128,-572834.6376259013,-4475.270606452354,780.4480769958521,6.097250601530095,test
453,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,54,128,-572832.652502501,-4475.255097675789,780.4480769958521,6.097250601530095,test
454,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,55,128,-572830.5883277117,-4475.2389713102475,780.4480769958521,6.097250601530095,test
455,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,56,128,-572828.5853461592,-4475.223323016869,780.4480769958521,6.097250601530095,train
456,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,57,128,-572826.8009099963,-4475.209382109346,780.4480769958521,6.097250601530095,train
457,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,58,128,-572825.4315291044,-4475.198683821128,780.4480769958521,6.097250601530095,test
458,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,59,128,-572824.4705062171,-4475.191175829821,780.4480769958521,6.097250601530095,train
459,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,60,128,-572823.9630681545,-4475.187211469957,780.4480769958521,6.097250601530095,test
460,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,61,128,-572823.8979868186,-4475.18670302202,780.4480769958521,6.097250601530095,train
461,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,62,128,-572824.2502963069,-4475.189455439898,780.4480769958521,6.097250601530095,test
462,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,63,128,-572824.9101268388,-4475.194610365928,780.4480769958521,6.097250601530095,train
463,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,64,128,-572825.8033835789,-4475.20158893421,780.4480769958521,6.097250601530095,test
464,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,65,128,-572826.7336731105,-4475.208856821176,780.4480769958521,6.097250601530095,train
465,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,66,128,-572827.5474583174,-4475.215214518104,780.4480769958521,6.097250601530095,test
466,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,67,128,-572828.1088686675,-4475.219600536465,780.4480769958521,6.097250601530095,train
467,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,68,128,-572828.3625108945,-4475.221582116364,780.4480769958521,6.097250601530095,train
468,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,69,128,-572828.2012582619,-4475.220322330171,780.4480769958521,6.097250601530095,train
469,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,70,128,-572827.6082160361,-4475.215689187782,780.4480769958521,6.097250601530095,train
470,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,71,128,-572826.5649290471,-4475.207538508181,780.4480769958521,6.097250601530095,train
471,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,72,128,-572825.1649662309,-4475.196601298679,780.4480769958521,6.097250601530095,train
472,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,73,128,-572823.5530687592,-4475.184008349681,780.4480769958521,6.097250601530095,test
473,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,74,128,-572821.6687119787,-4475.169286812334,780.4480769958521,6.097250601530095,train
474,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,75,128,-572819.643881588,-4475.153467824906,780.4480769958521,6.097250601530095,train
475,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,76,128,-572817.6830721055,-4475.138149000824,780.4480769958521,6.097250601530095,train
476,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,77,128,-572815.86298168,-4475.123929544375,780.4480769958521,6.097250601530095,test
477,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,78,128,-572814.3596172296,-4475.112184509606,780.4480769958521,6.097250601530095,train
478,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,79,128,-572813.1934343694,-4475.103073706011,780.4480769958521,6.097250601530095,test
479,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,80,128,-572812.417419927,-4475.097011093179,780.4480769958521,6.097250601530095,train
480,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,81,128,-572811.9849825668,-4475.093632676303,780.4480769958521,6.097250601530095,test
481,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,82,128,-572811.8753065312,-4475.092775832275,780.4480769958521,6.097250601530095,train
482,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,83,128,-572812.0851589715,-4475.094415304465,780.4480769958521,6.097250601530095,test
483,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,84,128,-572812.5843273577,-4475.098315057482,780.4480769958521,6.097250601530095,test
484,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,85,128,-572813.3308335012,-4475.104147136728,780.4480769958521,6.097250601530095,train
485,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.90_5000K.npz,2.90_5000K.npz,fcc,86,128,-572814.352140493,-4475.1121260976015,780.4480769958521,6.097250601530095,test
