sample_index,source_file,source_name,frame_index,phase,natoms,energy_eV,energy_eV_atom,volume_A3,volume_A3_atom,temperature_K,pressure_GPa,time_ps,split
893,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,95,fcc,128,-572926.6460169813,-4475.989422007667,821.5160398368841,6.418094061225657,4711.00732421875,407.5500183105469,0.09600000083446503,train
894,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,96,fcc,128,-572926.9309898542,-4475.991648358236,821.5160398368841,6.418094061225657,4700.11474609375,406.5760192871094,0.09700000286102295,train
895,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,97,fcc,128,-572927.3149853689,-4475.994648323194,821.5160398368841,6.418094061225657,4651.79345703125,407.0810241699219,0.09799999743700027,train
896,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,98,fcc,128,-572927.8338820098,-4475.998702203202,821.5160398368841,6.418094061225657,4538.98046875,406.52801513671875,0.0989999994635582,train
897,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,99,fcc,128,-572928.3957772669,-4476.003092009898,821.5160398368841,6.418094061225657,4823.44482421875,406.677001953125,0.10000000149011612,train
898,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,100,fcc,128,-572928.9552179208,-4476.007462640006,821.5160398368841,6.418094061225657,4906.02392578125,406.5790100097656,0.10100000351667404,train
899,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,101,fcc,128,-572929.4676763479,-4476.011466221468,821.5160398368841,6.418094061225657,4811.2568359375,405.625,0.10199999809265137,train
900,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,102,fcc,128,-572929.9796842906,-4476.01546628352,821.5160398368841,6.418094061225657,4744.56298828125,405.84600830078125,0.10300000011920929,val
901,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,103,fcc,128,-572930.4737626511,-4476.019326270712,821.5160398368841,6.418094061225657,4736.81005859375,405.0570068359375,0.10400000214576721,train
902,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,104,fcc,128,-572930.9549674408,-4476.023085683131,821.5160398368841,6.418094061225657,4940.45068359375,404.843994140625,0.10499999672174454,train
903,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,105,fcc,128,-572931.3694490958,-4476.026323821061,821.5160398368841,6.418094061225657,5063.46142578125,405.0360107421875,0.10599999874830246,train
904,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,106,fcc,128,-572931.7402193326,-4476.029220463536,821.5160398368841,6.418094061225657,5175.9189453125,404.8919982910156,0.10700000077486038,train
905,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,107,fcc,128,-572932.0729566233,-4476.031819973619,821.5160398368841,6.418094061225657,5115.97265625,404.92401123046875,0.1080000028014183,val
906,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,108,fcc,128,-572932.4522169486,-4476.034782944911,821.5160398368841,6.418094061225657,5120.83203125,404.5570068359375,0.10899999737739563,train
907,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,109,fcc,128,-572932.8646065922,-4476.038004739002,821.5160398368841,6.418094061225657,5201.92578125,404.54400634765625,0.10999999940395355,train
908,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,110,fcc,128,-572933.3150603388,-4476.041523908897,821.5160398368841,6.418094061225657,5414.67822265625,404.4820251464844,0.11100000143051147,val
909,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,111,fcc,128,-572933.79580961,-4476.0452797625785,821.5160398368841,6.418094061225657,5275.79736328125,404.31201171875,0.1120000034570694,train
910,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,112,fcc,128,-572934.3623601908,-4476.049705938991,821.5160398368841,6.418094061225657,5260.23388671875,404.0350036621094,0.11299999803304672,test
911,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,113,fcc,128,-572934.9637360397,-4476.05440418781,821.5160398368841,6.418094061225657,5250.45751953125,403.8940124511719,0.11400000005960464,train
912,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,114,fcc,128,-572935.5920302079,-4476.059312735999,821.5160398368841,6.418094061225657,5320.02392578125,403.84600830078125,0.11500000208616257,train
913,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,115,fcc,128,-572936.1823187773,-4476.063924365448,821.5160398368841,6.418094061225657,5234.90869140625,403.4389953613281,0.11599999666213989,train
914,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,116,fcc,128,-572936.7302869748,-4476.068205366991,821.5160398368841,6.418094061225657,5354.11279296875,403.1700134277344,0.11699999868869781,train
915,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,117,fcc,128,-572937.1668799217,-4476.071616249388,821.5160398368841,6.418094061225657,5212.0419921875,403.26202392578125,0.11800000071525574,val
916,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,118,fcc,128,-572937.5342637015,-4476.074486435168,821.5160398368841,6.418094061225657,5077.40087890625,402.25,0.11900000274181366,train
917,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,119,fcc,128,-572937.7884890687,-4476.07647257085,821.5160398368841,6.418094061225657,5093.2099609375,403.3420104980469,0.11999999731779099,train
918,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,120,fcc,128,-572937.9497392523,-4476.077732337909,821.5160398368841,6.418094061225657,4971.08251953125,403.25701904296875,0.12099999934434891,train
919,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,121,fcc,128,-572937.9598297785,-4476.077811170145,821.5160398368841,6.418094061225657,5098.59814453125,403.2110290527344,0.12200000137090683,train
920,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,122,fcc,128,-572937.8256626792,-4476.076762989681,821.5160398368841,6.418094061225657,5050.76708984375,402.7929992675781,0.12300000339746475,val
921,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,123,fcc,128,-572937.4443451731,-4476.073783946665,821.5160398368841,6.418094061225657,5298.89501953125,403.32501220703125,0.12399999797344208,train
922,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,124,fcc,128,-572936.7905019625,-4476.068675796582,821.5160398368841,6.418094061225657,5406.00634765625,403.239990234375,0.125,train
923,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,125,fcc,128,-572935.783074002,-4476.060805265641,821.5160398368841,6.418094061225657,5512.7333984375,403.9540100097656,0.12600000202655792,val
924,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,126,fcc,128,-572934.5155536274,-4476.050902762714,821.5160398368841,6.418094061225657,5285.98974609375,404.42401123046875,0.12700000405311584,train
925,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,127,fcc,128,-572933.0147435098,-4476.0391776836705,821.5160398368841,6.418094061225657,5114.04541015625,404.9629821777344,0.12800000607967377,train
926,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,128,fcc,128,-572931.3507116075,-4476.0261774344335,821.5160398368841,6.418094061225657,5066.22412109375,405.54400634765625,0.1289999932050705,train
927,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,129,fcc,128,-572929.5278703828,-4476.011936487365,821.5160398368841,6.418094061225657,4966.91748046875,406.0710144042969,0.12999999523162842,train
928,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,130,fcc,128,-572927.617035019,-4475.997008086086,821.5160398368841,6.418094061225657,4935.49609375,406.5679931640625,0.13099999725818634,val
929,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,131,fcc,128,-572925.7315527756,-4475.982277756059,821.5160398368841,6.418094061225657,4681.92041015625,407.4820251464844,0.13199999928474426,train
930,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,132,fcc,128,-572923.959786098,-4475.9684358288905,821.5160398368841,6.418094061225657,4622.2529296875,407.9429931640625,0.13300000131130219,train
931,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,133,fcc,128,-572922.4242632315,-4475.956439556496,821.5160398368841,6.418094061225657,4378.20703125,408.65301513671875,0.1340000033378601,val
932,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,134,fcc,128,-572921.1780520934,-4475.946703531979,821.5160398368841,6.418094061225657,4412.5361328125,408.7149963378906,0.13500000536441803,train
933,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,135,fcc,128,-572920.3213308568,-4475.9400103973185,821.5160398368841,6.418094061225657,4206.24267578125,409.37701416015625,0.13600000739097595,train
934,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,136,fcc,128,-572919.8754042684,-4475.936526595847,821.5160398368841,6.418094061225657,4281.630859375,409.593994140625,0.13699999451637268,train
935,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,137,fcc,128,-572919.8153158136,-4475.936057154794,821.5160398368841,6.418094061225657,4256.03564453125,409.2919921875,0.1379999965429306,train
936,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,138,fcc,128,-572920.0993971054,-4475.938276539886,821.5160398368841,6.418094061225657,4407.74267578125,409.1549987792969,0.13899999856948853,train
937,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,139,fcc,128,-572920.5805764525,-4475.9420357535355,821.5160398368841,6.418094061225657,4632.3515625,408.8100280761719,0.14000000059604645,train
938,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,140,fcc,128,-572921.1853880109,-4475.946760843835,821.5160398368841,6.418094061225657,4622.109375,408.63702392578125,0.14100000262260437,train
939,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,141,fcc,128,-572921.8113928852,-4475.951651506915,821.5160398368841,6.418094061225657,4513.34326171875,408.16400146484375,0.1420000046491623,train
940,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,142,fcc,128,-572922.4627665264,-4475.956740363487,821.5160398368841,6.418094061225657,4234.71875,407.7330017089844,0.14300000667572021,train
941,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,143,fcc,128,-572923.0834917115,-4475.961589778996,821.5160398368841,6.418094061225657,4203.0537109375,407.7409973144531,0.14399999380111694,train
942,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,144,fcc,128,-572923.6287843494,-4475.96584987773,821.5160398368841,6.418094061225657,4367.5888671875,407.8450012207031,0.14499999582767487,train
943,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,145,fcc,128,-572923.9694657321,-4475.968511451032,821.5160398368841,6.418094061225657,4483.166015625,407.1100158691406,0.1459999978542328,test
944,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,146,fcc,128,-572924.0979751763,-4475.969515431065,821.5160398368841,6.418094061225657,4500.93505859375,407.1300048828125,0.1469999998807907,train
945,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,147,fcc,128,-572923.970853921,-4475.968522296258,821.5160398368841,6.418094061225657,4595.041015625,407.22900390625,0.14800000190734863,train
946,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,148,fcc,128,-572923.6377656035,-4475.965920043777,821.5160398368841,6.418094061225657,4619.01318359375,407.4700012207031,0.14900000393390656,test
947,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,149,fcc,128,-572923.1501530765,-4475.96211057091,821.5160398368841,6.418094061225657,4484.603515625,407.7590026855469,0.15000000596046448,train
948,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,150,fcc,128,-572922.6309689471,-4475.958054444899,821.5160398368841,6.418094061225657,4393.65185546875,407.9720153808594,0.1509999930858612,train
949,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,151,fcc,128,-572922.1140833634,-4475.954016276277,821.5160398368841,6.418094061225657,4360.9697265625,408.322998046875,0.15199999511241913,train
950,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,152,fcc,128,-572921.6754282017,-4475.950589282826,821.5160398368841,6.418094061225657,4374.53955078125,408.3860168457031,0.15299999713897705,train
951,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,153,fcc,128,-572921.3107822954,-4475.947740486683,821.5160398368841,6.418094061225657,4413.4638671875,408.8550109863281,0.15399999916553497,train
952,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,154,fcc,128,-572921.0586606406,-4475.945770786255,821.5160398368841,6.418094061225657,4481.87939453125,409.0260009765625,0.1550000011920929,train
953,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,155,fcc,128,-572920.9282989175,-4475.944752335293,821.5160398368841,6.418094061225657,4371.5439453125,409.0639953613281,0.15600000321865082,train
954,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,156,fcc,128,-572920.9977083604,-4475.945294596566,821.5160398368841,6.418094061225657,4244.40966796875,409.06298828125,0.15700000524520874,train
955,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,157,fcc,128,-572921.2277165463,-4475.947091535518,821.5160398368841,6.418094061225657,4300.10693359375,409.0190124511719,0.15800000727176666,test
956,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,158,fcc,128,-572921.5871594995,-4475.94989968359,821.5160398368841,6.418094061225657,4545.47998046875,408.8080139160156,0.1589999943971634,train
957,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,159,fcc,128,-572921.96174314,-4475.952826118281,821.5160398368841,6.418094061225657,4814.0166015625,408.82000732421875,0.1599999964237213,train
958,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,160,fcc,128,-572922.3467091487,-4475.955833665224,821.5160398368841,6.418094061225657,4799.8662109375,408.8680114746094,0.16099999845027924,val
959,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,161,fcc,128,-572922.6986036634,-4475.95858284112,821.5160398368841,6.418094061225657,4811.36328125,408.2200012207031,0.16200000047683716,train
960,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,162,fcc,128,-572923.055380717,-4475.961370161852,821.5160398368841,6.418094061225657,4731.25390625,408.46002197265625,0.16300000250339508,train
961,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,163,fcc,128,-572923.3748682397,-4475.963866158123,821.5160398368841,6.418094061225657,4845.96044921875,407.4739990234375,0.164000004529953,train
962,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,164,fcc,128,-572923.6895237005,-4475.96632440391,821.5160398368841,6.418094061225657,4823.3916015625,407.302001953125,0.16500000655651093,val
963,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,165,fcc,128,-572923.9645840096,-4475.968473312575,821.5160398368841,6.418094061225657,4905.6943359375,407.5570068359375,0.16599999368190765,train
964,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,166,fcc,128,-572924.2368890297,-4475.970600695545,821.5160398368841,6.418094061225657,5001.31591796875,407.4679870605469,0.16699999570846558,train
965,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,167,fcc,128,-572924.4824151889,-4475.972518868663,821.5160398368841,6.418094061225657,5058.82958984375,407.4360046386719,0.1679999977350235,train
966,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,168,fcc,128,-572924.790871896,-4475.974928686687,821.5160398368841,6.418094061225657,4911.78271484375,407.12701416015625,0.16899999976158142,train
967,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,169,fcc,128,-572925.1582858803,-4475.97779910844,821.5160398368841,6.418094061225657,4971.46630859375,407.22900390625,0.17000000178813934,train
968,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,170,fcc,128,-572925.6100177459,-4475.98132826364,821.5160398368841,6.418094061225657,5101.93310546875,406.7850036621094,0.17100000381469727,train
969,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,171,fcc,128,-572926.088475002,-4475.985066210953,821.5160398368841,6.418094061225657,5261.943359375,406.8500061035156,0.1720000058412552,train
970,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,172,fcc,128,-572926.6213787041,-4475.989229521126,821.5160398368841,6.418094061225657,5258.1005859375,406.4779968261719,0.17299999296665192,train
971,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,173,fcc,128,-572927.1679617059,-4475.993499700828,821.5160398368841,6.418094061225657,5321.92041015625,406.4179992675781,0.17399999499320984,train
972,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,174,fcc,128,-572927.7572189639,-4475.998103273156,821.5160398368841,6.418094061225657,5266.17333984375,406.04400634765625,0.17499999701976776,val
973,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,175,fcc,128,-572928.3320420783,-4476.002594078736,821.5160398368841,6.418094061225657,5423.591796875,405.8470153808594,0.17599999904632568,train
974,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,176,fcc,128,-572928.8906082942,-4476.006957877298,821.5160398368841,6.418094061225657,5440.6806640625,405.3739929199219,0.1770000010728836,train
975,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,177,fcc,128,-572929.351149982,-4476.010555859234,821.5160398368841,6.418094061225657,5549.03173828125,405.4889831542969,0.17800000309944153,train
976,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,178,fcc,128,-572929.6723108689,-4476.013064928663,821.5160398368841,6.418094061225657,5653.02197265625,405.1499938964844,0.17900000512599945,train
977,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,179,fcc,128,-572929.7616699312,-4476.013763046338,821.5160398368841,6.418094061225657,5716.30859375,405.44500732421875,0.18000000715255737,train
978,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,180,fcc,128,-572929.6619429226,-4476.012983929083,821.5160398368841,6.418094061225657,5526.21875,405.2350158691406,0.1809999942779541,train
979,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,181,fcc,128,-572929.3303003459,-4476.010392971452,821.5160398368841,6.418094061225657,5411.4501953125,405.67401123046875,0.18199999630451202,train
980,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,182,fcc,128,-572928.8350263172,-4476.006523643103,821.5160398368841,6.418094061225657,5154.66259765625,405.625,0.18299999833106995,train
981,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,183,fcc,128,-572928.1108318776,-4476.0008658740435,821.5160398368841,6.418094061225657,5249.03369140625,406.0780029296875,0.18400000035762787,train
982,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,184,fcc,128,-572927.1994946682,-4475.993746052095,821.5160398368841,6.418094061225657,5223.9501953125,406.26800537109375,0.1850000023841858,train
983,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,185,fcc,128,-572926.1207306987,-4475.9853182085835,821.5160398368841,6.418094061225657,5007.5302734375,407.15301513671875,0.1860000044107437,train
984,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,186,fcc,128,-572924.8999480566,-4475.975780844192,821.5160398368841,6.418094061225657,5064.30224609375,407.2649841308594,0.18700000643730164,test
985,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,187,fcc,128,-572923.5647313319,-4475.96534946353,821.5160398368841,6.418094061225657,5033.7587890625,407.7840270996094,0.18799999356269836,test
986,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,188,fcc,128,-572922.1153408017,-4475.954026100013,821.5160398368841,6.418094061225657,5315.208984375,408.2550048828125,0.1889999955892563,train
987,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,189,fcc,128,-572920.6096926356,-4475.942263223716,821.5160398368841,6.418094061225657,5277.7138671875,408.875,0.1899999976158142,test
988,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,190,fcc,128,-572919.1276254485,-4475.9306845738165,821.5160398368841,6.418094061225657,5364.09912109375,409.0660095214844,0.19099999964237213,train
989,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,191,fcc,128,-572917.7506925806,-4475.919927285786,821.5160398368841,6.418094061225657,5276.29931640625,409.91900634765625,0.19200000166893005,train
990,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,192,fcc,128,-572916.6084274404,-4475.911003339378,821.5160398368841,6.418094061225657,5187.52001953125,410.05401611328125,0.19300000369548798,train
991,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,193,fcc,128,-572915.7569351437,-4475.90435105581,821.5160398368841,6.418094061225657,4942.9091796875,410.73101806640625,0.1940000057220459,train
992,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,194,fcc,128,-572915.2113522964,-4475.900088689816,821.5160398368841,6.418094061225657,4940.70263671875,410.6540222167969,0.19499999284744263,train
993,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,195,fcc,128,-572914.8591742391,-4475.897337298743,821.5160398368841,6.418094061225657,5139.80029296875,411.1529846191406,0.19599999487400055,val
994,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,196,fcc,128,-572914.7264523365,-4475.896300408879,821.5160398368841,6.418094061225657,4973.2646484375,410.7350158691406,0.19699999690055847,train
995,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,197,fcc,128,-572914.6929624673,-4475.896038769276,821.5160398368841,6.418094061225657,5128.9443359375,411.3399963378906,0.1979999989271164,val
996,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,198,fcc,128,-572914.726169202,-4475.896298196891,821.5160398368841,6.418094061225657,5073.15673828125,411.2970275878906,0.19900000095367432,train
997,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,199,fcc,128,-572914.718189463,-4475.89623585518,821.5160398368841,6.418094061225657,5267.40966796875,411.2669982910156,0.20000000298023224,train
998,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,200,fcc,128,-572914.6274653415,-4475.89552707298,821.5160398368841,6.418094061225657,5338.6552734375,411.1080017089844,0.20100000500679016,train
999,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,201,fcc,128,-572914.3750330687,-4475.893554945849,821.5160398368841,6.418094061225657,5365.67041015625,411.50299072265625,0.20200000703334808,train
1000,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,202,fcc,128,-572914.0163127139,-4475.890752443077,821.5160398368841,6.418094061225657,5190.6298828125,411.4460144042969,0.2029999941587448,train
1001,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,203,fcc,128,-572913.540683537,-4475.887036590133,821.5160398368841,6.418094061225657,5195.83056640625,412.0480041503906,0.20399999618530273,val
1002,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,204,fcc,128,-572913.0646151685,-4475.883317306004,821.5160398368841,6.418094061225657,5023.7265625,411.9660339355469,0.20499999821186066,train
1003,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/2.95_5000K.npz,2.95_5000K.npz,205,fcc,128,-572912.6303868911,-4475.8799248975865,821.5160398368841,6.418094061225657,4905.25537109375,412.6130065917969,0.20600000023841858,train
